rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,gravity.x,gravity.y,gravity.z,class
0.6273062,-0.43826962,0.03052581,-0.51949996,1.4633,-1.2166,9.806399,0.0468,-0.0484,sit
0.63856363,-0.6854606,-0.002391101,-1.4505999,0.5157,-1.304,9.8059,0.092199996,-0.0786,sit
0.634497,-0.60152775,0.06593854,-0.9887,0.057099998,-0.1259,9.8049,0.1193,-0.1387,sit
0.70120347,-0.631879,0.12500048,0.3848,0.053,0.8347,9.804299,0.1038,-0.1875,sit
0.84231335,-1.1475365,0.10382964,1.2293,0.4815,0.8404,9.8031,0.0773,-0.252,sit
0.6516536,-1.0201799,0.07944739,-0.3269,-0.48299998,0.1419,9.8001995,0.0711,-0.3479,sit
0.25197318,-0.530231,0.24556783,-0.353,0.1584,0.4502,9.7968,0.0769,-0.4306,sit
-0.027576203,-0.35212016,0.43706536,0.41509998,0.8724,0.24859999,9.7935,0.0493,-0.5035,sit
-0.26600564,-0.29822442,0.50265485,-0.6882,0.0268,-0.047599997,9.788799,0.0418,-0.5897,sit
-0.33224088,-0.17568484,0.7046592,-0.689,0.7158,0.7827,9.779799,0.0392,-0.7238,sit
-0.47087237,-0.39861575,0.94528776,-0.38549998,-0.46249998,0.9683,9.7705,0.0212,-0.8408,sit
-0.47790605,-0.7229328,1.4036636,0.87119997,-0.086799994,-1.2422999,9.7591,-0.0111,-0.9641,sit
-0.4058414,-1.0832212,1.6005018,0.2488,-0.092099994,-1.7242,9.7342,-0.0451,-1.1883,sit
-0.36960837,-0.860744,1.5493637,-0.4306,-0.8186,-0.6915,9.7077,-0.0738,-1.3873999,sit
-0.5329712,-0.51750755,1.4734942,0.23269999,-2.3736,-1.5281999,9.6916,-0.127,-1.4921,sit
-0.9551489,-0.09759881,1.5427489,-0.41169998,-1.7313,0.40539998,9.679,-0.2104,-1.5626,sit
-1.2396201,0.55372316,1.7876011,-1.6644,-1.7200999,0.22119999,9.6666,-0.29999998,-1.6236,sit
-1.3854773,0.85542077,1.6703848,-3.2412,-2.2435,0.025999999,9.654699,-0.4337,-1.6637,sit
-1.2485387,0.67162013,1.4263005,-3.6697,-1.8471999,0.3407,9.6321,-0.59459996,-1.7430999,sit
-1.2397074,0.109449595,1.4006965,-0.7931,-1.2917,1.0907999,9.5799,-0.87549996,-1.9047999,sit
-1.4049028,-0.19863592,1.445377,1.364,-0.2827,1.4413999,9.511499,-1.1392,-2.0983999,sit
-1.4248345,0.21076596,1.5768701,1.3828,0.68369997,-0.053,9.4338,-1.4192,-2.271,sit
-1.314966,0.01303761,1.2804433,0.3128,1.3255,0.0722,9.3564,-1.6982,-2.3962998,sit
-1.3764539,-0.85727084,0.8655088,-0.4367,0.45589998,1.6682999,9.3019,-1.9171,-2.4431,sit
-1.5299033,-0.9401216,0.5842839,2.2375998,2.336,1.3991,9.2557,-2.1889,-2.3896,sit
-1.0501472,-0.76967275,0.072658055,0.2777,2.6028,-0.0389,9.215,-2.4557,-2.2851999,sit
-0.91125387,-0.9092816,0.07189011,-0.4299,1.2662,-2.9364998,9.1774,-2.6390998,-2.2315,sit
-1.1717093,-1.0302155,0.34224162,0.2471,0.50339997,-1.0588,9.098599,-2.8569999,-2.2851999,sit
-0.76900953,-0.9676629,0.119258344,0.6939,2.569,-0.2721,9.0048,-3.0495,-2.405,sit
-0.24087289,-0.2987131,-0.4694412,1.3019999,4.2071,-1.8909999,8.9262,-3.2363,-2.4533,sit
0.24870941,0.0057595866,-0.34424874,2.2574,2.4599,-3.1957998,8.843599,-3.3915,-2.541,sit
