rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z,gravity.x,gravity.y,gravity.z,class
-2.1992545,-1.5166562,1.4908079,-0.4357,0.84239995,-1.1329,3.8288,-8.9035,1.4958,wlk
-2.3838928,-0.5986828,1.3136919,-0.109,1.3354,-2.2705,3.4334,-9.0728,1.4369,wlk
-1.8622837,-0.7762701,0.79721403,-0.32299998,0.6245,-2.1222,2.9512,-9.254399,1.3474,wlk
-1.3634337,-1.1087204,0.1624378,-0.3365,-2.1202,-4.0327997,2.5332,-9.4025,1.1594,wlk
-1.2135448,-1.2495335,-0.28541368,-0.7272,0.0497,0.1424,2.1394,-9.5327,0.8479,wlk
-1.0508976,-0.8962964,-0.33115876,-1.1268,-0.2627,-2.9264998,1.7739999,-9.6321,0.49449998,wlk
-0.65809387,-0.424115,-0.49094367,1.0059999,-2.2788,-0.88439995,1.4749999,-9.695,0.0313,wlk
-0.84055054,-0.78663737,-0.12449434,1.6897999,-0.1127,0.6009,1.2128999,-9.7233,-0.3949,wlk
-1.3860881,-1.1779052,0.36295867,0.79209995,2.856,-1.4470999,0.95339996,-9.720699,-0.877,wlk
-1.0834131,-1.1853578,-0.089448124,0.8911,0.1813,-1.1937,0.7858,-9.6938,-1.2578,wlk
-1.2106302,-1.4047631,-0.22837633,2.0772,-3.2484999,-0.3683,0.7274,-9.656899,-1.5439,wlk
-1.3866816,-1.5752294,-0.41090286,2.3634,-3.4513,0.8003,0.7452,-9.611,-1.8005999,wlk
-1.2522912,-1.611288,-0.56328756,2.4565,-2.5268,0.9015,0.77959996,-9.5647,-2.0195,wlk
-0.9189682,-1.6174839,-0.60693824,-0.80939996,-16.0669,-4.0232997,0.8585,-9.528299,-2.1548,wlk
-0.6895796,-1.3462771,-0.42017058,3.5033998,0.46559998,2.6243,0.8506,-9.4876995,-2.3301,wlk
-0.6380051,-1.3117023,-0.21266837,0.0014,-0.51669997,0.8164,0.7143,-9.417399,-2.6404,wlk
-0.3284884,-1.094112,-0.05656612,-0.2672,-1.4314,0.4493,0.66929996,-9.3558,-2.8616998,wlk
-0.09869837,-1.0429215,-0.015341444,0.4527,-1.6366999,1.2878,0.6357,-9.2878,-3.0823998,wlk
-0.062273346,-1.0015397,0.07419395,0.3015,-1.0254999,1.7585,0.61039996,-9.1831,-3.3864,wlk
0.35313246,-0.82194537,0.22617722,-0.71239996,0.45819998,2.8646998,0.6045,-9.097899,-3.61,wlk
0.6177418,-0.7636514,0.17140879,-1.4111999,3.3443,1.6876,0.5972,-9.0223,-3.796,wlk
0.734452,-0.7521671,0.017313667,-1.6659,3.4566,2.7923,0.5676,-8.9581995,-3.9494,wlk
0.65737826,-0.7621155,-0.10560987,-1.5482,3.1439,2.9266999,0.5087,-8.9102,-4.0642,wlk
0.4559498,-0.7015002,-0.19477874,-1.6364,3.8423998,2.3279998,0.43019998,-8.882999,-4.1324,wlk
0.08035496,-0.5642824,-0.2896025,-1.6036999,3.5393,1.9828,0.33859998,-8.8741,-4.1598997,wlk
-0.45134214,-0.60945153,-0.41086796,-0.59529996,2.1427999,1.5855,0.2521,-8.8701,-4.1745,wlk
-0.6062052,-0.74490654,-0.5881585,0.8851,1.2808,0.0251,0.1445,-8.900499,-4.1145,wlk
-0.32721433,-1.044632,-0.70453703,1.3585,0.34579998,-0.98719996,0.0438,-8.9560995,-3.9945,wlk
0.05162684,-1.2437042,-0.6803992,1.2660999,-0.6318,-1.8607,-0.010799999,-9.007999,-3.8760998,wlk
0.5786988,-0.83301073,-0.5365317,1.2739999,-1.7586,-2.754,-0.0482,-9.058,-3.7575,wlk
0.9898111,-0.2351482,-0.23095942,1.3869,-3.0,-5.0424,-0.063,-9.091499,-3.6755998,wlk
0.4566305,-0.121300384,0.03986332,1.7656,-3.8969998,-6.2711997,-0.049399998,-9.0967,-3.6629,wlk
-0.62707937,0.3689277,-0.013526302,2.1255999,-2.0976,-4.1074,-0.017199999,-9.0622,-3.7475998,wlk
0.3052581,1.7933607,0.13864896,0.87189996,0.9781,-1.7962999,0.04,-9.0098,-3.8718998,wlk
1.3271483,0.99869484,0.4655142,-0.6716,2.7572,0.44829997,0.0832,-8.9844,-3.9297,wlk
1.3621945,0.49816933,0.52162653,-1.9629999,1.2778,3.2099,0.1096,-8.9858,-3.9257998,wlk
1.5194488,1.6797746,0.040212385,-3.6139,-3.8181999,1.9527999,0.1423,-9.028399,-3.8258998,wlk
1.5838339,1.7100562,-0.2451664,-3.8241,-7.1682997,-2.5779,0.1662,-9.1008,-3.6492,wlk
1.2821363,0.5166349,-0.31764993,-3.7282,-4.0857997,2.4396,0.1488,-9.1335,-3.5674,wlk
1.1564028,-0.04108505,-0.066235244,-6.1473,3.4496999,11.4362,0.175,-9.0886,-3.6792,wlk
1.3280734,0.37613592,0.27811822,-6.6503,5.0815997,2.8787,0.276,-9.1121,-3.6141999,wlk
1.3440257,0.57187456,0.4540823,2.1656,1.5589,3.7658,0.2566,-9.208099,-3.3637998,wlk
1.2798499,0.7430914,0.42167154,8.494599,-3.3516998,8.5912,0.18419999,-9.308599,-3.0799,wlk
1.1938401,1.0458362,0.3218736,5.2841,-4.4460998,5.2931,0.26639998,-9.391,-2.812,wlk
1.1791444,1.2481374,0.2717303,0.093499996,-1.4322,-0.5944,0.4163,-9.4825,-2.4652,wlk
1.1805233,1.4329153,0.3018896,-3.2275,0.39569998,0.77529997,0.49139997,-9.5355,-2.2365,wlk
1.1504338,1.3424549,0.3594331,-3.0993,1.1221,2.8437998,0.50049996,-9.5852995,-2.0103,wlk
1.1127172,1.1285473,0.40163517,-2.175,0.3718,2.128,0.4588,-9.6391,-1.7456,wlk
1.0751926,0.9805085,0.4051433,-0.7988,-0.1584,1.9160999,0.38689998,-9.6873,-1.4748,wlk
1.0313151,0.83308053,0.39166933,-0.36159998,0.125,1.5482,0.3224,-9.725699,-1.2148,wlk
0.9845053,0.70415306,0.37473965,-0.0991,0.3426,0.9752,0.2756,-9.757,-0.94579995,wlk
0.9090198,0.5381199,0.43146285,0.2007,0.266,0.2911,0.24049999,-9.778399,-0.7029,wlk
0.8455073,0.43388885,0.49591786,0.93729997,0.035,-0.1537,0.20009999,-9.7926,-0.4836,wlk
0.8429068,0.40111157,0.48036698,1.559,-0.0139,-0.32029998,0.1374,-9.8025,-0.24839999,wlk
0.83967793,0.49747118,0.49268898,2.1071,0.3822,-0.7515,0.060099997,-9.806399,-0.0231,wlk
0.8107578,0.66607,0.51075315,2.0421999,0.6453,-0.82979995,-0.0221,-9.8047,0.1924,wlk
0.7259697,0.6889862,0.52965504,1.4089,0.42279997,-1.0152999,-0.1046,-9.797999,0.3974,wlk
0.5533392,0.5268451,0.5813168,0.529,0.088199995,-1.3270999,-0.1857,-9.787,0.5916,wlk
0.42428955,0.47698104,0.57070524,0.27809998,0.19129999,-1.4758999,-0.27809998,-9.7724,0.76989996,wlk
0.4360356,0.6150017,0.42299798,0.65749997,0.20279999,-0.97389996,-0.3829,-9.754399,0.93469995,wlk
0.35424948,0.77389646,0.2523397,1.2694,-0.073699996,-0.2839,-0.4849,-9.7329,1.0978,wlk
0.11196287,1.0074041,0.18849556,1.416,-0.2559,-0.189,-0.5923,-9.7074995,1.2579,wlk
-0.3141418,1.096381,0.27138126,0.9833,-0.412,-0.025799999,-0.70879996,-9.679,1.4086,wlk
-0.92923075,0.7406654,0.28804913,0.5955,-1.55,-0.40309998,-0.83089995,-9.649099,1.5407,wlk
-1.6437336,0.17641789,0.0686438,1.6157,-2.4608,0.0859,-0.9586,-9.6208,1.64,wlk
-2.458942,-0.53358203,-0.16517796,2.6641,-2.2738,-0.95559996,-1.0950999,-9.592199,1.7205,wlk
-2.8048663,-1.2031078,-0.41968188,2.4795,-2.6589,-2.5976999,-1.185,-9.5699,1.7838,wlk
-3.1357808,-1.4271731,-0.654673,1.8370999,-3.0402,-4.0875,-1.2585,-9.5514,1.8319999,wlk
-2.979434,-1.4925882,-0.7395658,2.4264,-3.1366,-5.3459,-1.328,-9.5433,1.8253,wlk
-2.7430816,-0.8025722,-0.89399254,5.0526,-3.9554,-5.6349998,-1.4144,-9.5483,1.7319,wlk
-2.416321,-0.32375857,-1.1332073,6.2145,-4.3926997,-6.4312,-1.4877,-9.571899,1.5279,wlk
-2.2591367,-0.5189387,-1.2197583,5.5502996,-3.4125998,-3.9543998,-1.5001999,-9.620399,1.1694,wlk
-2.2276335,-0.872333,-1.2095655,3.2979999,-1.0201,-0.96639997,-1.4544,-9.669,0.7507,wlk
-2.1735806,-0.7767413,-1.0665009,0.88259995,0.29549998,0.89269996,-1.3533,-9.7099,0.235,wlk
-2.0953376,-1.0897486,-0.92917836,-0.7607,-0.7883,2.2652,-1.2202,-9.724299,-0.34309998,wlk
-2.0376894,-1.4525503,-0.8784591,-0.3044,-4.132,2.628,-1.0879999,-9.7051,-0.8922,wlk
-1.8657395,-1.5600451,-0.8481078,-0.88689995,-5.6577,1.5188999,-0.9273,-9.6601,-1.411,wlk
-1.6707863,-1.6173617,-0.8071101,-1.7674999,-4.4023,1.2629,-0.6938,-9.5917,-1.92,wlk
-1.3651791,-1.5603768,-0.82177085,-1.5404999,-2.5139,2.6286,-0.4992,-9.5188,-2.3049998,wlk
-0.9641897,-1.5484211,-0.87706286,-1.7197,-1.5473,3.1034,-0.3101,-9.4164,-2.721,wlk
-0.5157448,-1.5108093,-0.85678214,-0.6123,-0.96349996,2.095,-0.1525,-9.2942,-3.1246998,wlk
-0.0017453292,-1.3143725,-0.77887064,-0.0088,0.1742,2.8913,-0.0499,-9.1571,-3.5091999,wlk
0.4863011,-1.076397,-0.6377957,-0.61329997,0.49499997,3.4759998,0.0053,-9.0072,-3.8781,wlk
0.87261224,-0.8470083,-0.40667915,-1.1216999,0.68759996,4.3872,0.0332,-8.8565,-4.2107,wlk
1.1705749,-0.5772851,-0.16545722,-1.1051999,0.9544,5.2778997,0.0363,-8.7114,-4.5032,wlk
